ko,figure,gender_real
"부인이 사차원 이상의 공간에 대해서 생각하는 데 익숙하다면, 이 문제를 생각해 볼 수 있다.",부인,2
"부인이 좌표 성분이 256비트 수인 곡선을 사용하는 경우 r과 s는 둘 다 256비트 수이며, 따라서 하나의 서명은 512비트이다.",부인,2
"중간의 도표를 자세히 보면, 부인은 좌측에 같은 패턴이지만, 조금 팽창했다는 것을 알게 된다.",부인,2
부인이 공연에 집중할수록 신체는 자동적으로 움직이는 이미지 없는 신체가 되어 의사-신체성을 나타낸다.,부인,2
부인이 모든 원리들을 서로 모아 놓고 보면 그것들이 너무 많다는 생각을 하게 된다.,부인,2
부인은 1조의 십억 배의 백만 배의 천 배의 백 배인 수보다 큰 특정한 수를 얼마나 자주 지칭할 필요가 있겠는가?,부인,2
부인의 반응을 관찰하고 있는 외계의 지성은 부인을 지나치게 놀라게 하고 싶지 않다.,부인,2
이런 치명적인 형태의 감정 폭발은 배우자에게 부인은 절대로 설거지 하지 않는다 혹은 부인은 항상 부엌을 엉망으로 내버려 둔다는 식으로 비난할 때 나타난다.,부인,2
부인이 내딛는 각각의 단계는 논리를 전적으로 따라야 한다.,부인,2
"부인이 그네에 앉아 있는 사람을 밀고 있다면, 부인은 그 사람에게 일반적인 주기적 밀기를 제공한다.",부인,2
우리는 부인이 뉴욕 시 엠파이어스테이트 빌딩 꼭대기 층에서 엘리베이터를 탄다고 상상할 것이다.,부인,2
인간의 귀는 제법 민감해서 부인은 복합음을 순음과 배음으로 분리해 이들을 따로 들을 수 있다.,부인,2
부인은 n을 증가시키면 가깝게 분포되어 있는 수많은 값들의 평균값을 계산하게 된다.,부인,2
"블랙홀이 제자리에 있을 때, 부인과 나의 직선 거리는 무한대가 된다.",부인,2
부인은 장차 어떤 문제의 답을 얻을 수 있을지 생각해 봐야 한다.,부인,2
두 값을 아무리 뒤섞어도 부인은 길이 단위를 갖는 물리 량을 얻을 수 없다.,부인,2
부인은 양자 컴퓨터를 사용해서 난해성에 의존하는 모든 암복호화 알고리즘을 풀 수 있다.,부인,2
"부인은 ds/dt에서 분자, 분모에 dx를 곱해주면 무엇으로 바꿀 수 있는가?",부인,2
"일단 부인이 낯선 숫자 체계를 통과하면, 실수들은 너무나 익숙해진다.",부인,2
부인은 학교에서 기계적인 방법에 대하여 자세히 배울 것이다.,부인,2
만약 부인이 여성이라면 성차별을 경험한 적이 있다.,부인,2
부인은 작은 땅에 들어가는 것은 허락되지 않고 칠흑같이 어두워서 거기 뭐가 있는지 보이지도 않는다.,부인,2
부인이 이메일의 첫 몇 문장만 읽어도 마우스의 커서가 곧바로 삭제 키로 향한다.,부인,2
"만약 부인의 분야가 자료분석에 관계된 것이라면, 부인은 95% 신뢰나 유의값과 같은 문구를 찾을 수 있을 것이다.",부인,2
"만약 부인이 목소리만 크게 해서 논쟁을 이기는 것을 좋아한다면, 논리는 약점으로 작용할 것이다.",부인,2
부인은 위상수학을 반죽을 가지고 하는 기하학이라고 생각해 볼 수 있다.,부인,2
부인은 일반적으로 상관계수 r을 계산기 버튼을 누르거나 소프트웨어에 명령을 준 결과로서 생각할 수 있다.,부인,2
"우주는 주로 수소로 구성되어 있다면, 부인은 우주의 총 원자 수를 추정할 수 있는가?",부인,2
하는 일이 그저 틀에 박힌 사고방식에 갇혀 있는 것 뿐이라면 부인은 막혀서 새로운 것을 전혀 찾아낼 수 없다.,부인,2
처음에는 부인이 지금 보는 것처럼 눈에 띄게 증가되지는 않는다.,부인,2
부인이 앞에서는 미처 못 봤던 사실이 있는데 상황은 자칫하면 그보다 더 나쁠 수도 있었다.,부인,2
진술이 부인의 세계에서 모든 대상에 대해 참이다.,부인,2
부인의 목표는 문제를 끈질기게 물고 늘어질 수 있도록 훈련하는 것이어야 한다.,부인,2
"지난해, 부인의 회사의 서비스 기술자들은 서비스 계약을 맺은 비즈니스 고객의 문제 상담에 평균 2.6시간을 소요했다.",부인,2
부인은 부인의 동물 실험에서의 반응 변수로서 어떤 것을 제안하겠는가?,부인,2
부인은 지상 10분 걷기가 부인을 같은 장소로 데려갈 것이라는 것을 알 수 있다.,부인,2
"반대로, 욕구 충족이 되지 않아 좌절을 겪게 되면, 부인은 자신의 잘못은 반성해 보지 않고 남탓을 하며 화를 내며 괴로워하게 된다.",부인,2
"반대로, 욕구 충족이 되지 않아 좌절을 겪게 되면, 부인은 자신의 잘못은 반성해 보지 않고 남탓을 하며 화를 내며 괴로워하게 된다.",자신,2
부인은 두 회사를 똑같은 방식으로 조사하고 판매된 프린터 한 대당 평균 품질 불량 건수라는 중요한 기술 통계치를 만들어낼 것이다.,부인,2
부인은 특이선 위에 있지 않은 것을 하나만이라도 발견하면 된다.,부인,2
부인이 물었을 때 머리를 움직이는 것만으로 대답해야 하는 질문이 또 있을까?,부인,2
"부인이 음주 운전을 할 수도 있고, 그냥 부인이 운전을 잘 못할 수도 있다.",부인,2
부인은 공장을 움직이는 난방에 직사광선을 사용할 수 있다.,부인,2
독일어에서 부인은 특정한 언어 패턴을 발견하기 위해 단지 13까지만 기다려야 한다.,부인,2
"부인이 소리를 들을 때, 귀의 고막이 바로 곁에 있는 공기에 의해 진동한다.",부인,2
부인은 네트워크가 자동으로 직접 색칠하도록 설득할 수 있을지도 모른다.,부인,2
부인이 알고있는 수학자 한 명에 대한 에어디시 수를 계산하여라.,부인,2
"부인은 그냥 1이라는 수를 생각하고, 모든 수에 1을 더하는 것을 생각함으로써 모든 자연수에 대해 한 번에 생각할 수 있다.",부인,2
부인은 상관계수의 특성과 용도를 이해하는 데 집중할 수 있다.,부인,2
"만일 부인이 운이 나쁘면, 수천 톤의 눈에 파묻힐 수도 있다.",부인,2
"다음 번에 시장이 거품 상태에 빠지면, 부인은 카지노의 번쩍이는 불빛과 같은 신호가 부인을 더 가까이 끌어당기는 것을 보게 될 것이다.",부인,2
탈출하려면 부인은 영화에서처럼 자동차를 비행기로 변신시키는 버튼을 눌러야 한다.,부인,2
부인은 기차가 움직이기 전에 꼭 타도록 확실히 하는 것이 좋을 것이다.,부인,2
수학적으로 부인은 부인이 원하는 어떤 수에서든지 시작해서 계속 1을 더할 수 있다.,부인,2
부인은 그 정리를 적용함에 있어 추정치 업데이트를 한 번 이상 하게 될 것이다.,부인,2
부인이 사용하는 실험기구에 여러분도 모르는 하자가 있을 수도 있다.,부인,2
그 동영상은 부인이 적절한 단어로 검색하면 온라인에서 이용가능하다.,부인,2
부인이 위에서 본 그 패턴은 일반적으로 유효하다.,부인,2
"부인이 친구의 휴대폰을 만질 수 있다면, 부인은 설정으로 들어가 불교도들의 달력으로 바꿔본다.",부인,2
부인은 이 이론이 일종의 장난감모형일 뿐이라고 생각할 수도 있다.,부인,2
"만약 부인의 계획이 유연하다면, 부인은 옵션들 사이에서 상대적으로 부드럽게 움직이고, 패턴을 탐지할 수 있다.",부인,2
부인이 불타는 촛불 위로 손을 가져가면 불꽃으로부터 열에너지가 전달되는 것을 느낄 수 있다.,부인,2
"두 회사가 판매한 프린터 100만 대에 대한 정보를 이용해서, 우리는 부인 회사의 프린터가 고장이 잦다는 문제의 핵심을 찾아냈다.",부인,2
그들은 같은 기간 동안 경제의 다른 부문은 성장하지 않았다는 착각을 부인에게 일으키고 싶지 않았다.,부인,2
부인은 문제를 해결하는 데 수학이 도움이 되지 않는다고 생각하게 될 것이다.,부인,2
부인의 직업은 양을 희생함으로써 미래의 사건에 대한 예측을 하는 것이다.,부인,2
"두 수를 나누게 되면, 부인은 단위 역시 나눠야 한다.",부인,2
부인은 귀무가설과 대립가설이 논리적 보완 관계라는 것을 다시 상기해야 한다.,부인,2
본 물리학 과정은 부인이 장차 물리학자가 될 사람들이라는 가정하에 진행될 것이다.,부인,2
"부인, 그리고 부인과 같은 내용의 뉴스레터를 받았던 다른 5,119명은 다음 주에도 팁을 받았다.",부인,2
그들은 AAA를 향해 우리는 백악관에 부인을 필요로 한다고 말했다.,부인,2
부인이 그 사람들을 짝지어 보았더니 9와 10을 두 번씩 사용해야 했다면 부인은 경쟁자가 10명이 넘는 것을 알 수 있다.,부인,2
부인은 여러 다른 나라의 복권들에 대해서도 비슷하게 말할 수 있다.,부인,2
부인은 제타 함수의 자명하지 않은 모든 영점이 0에서 1 사이의 실수부를 가지고 있다는 것만 증명하면 된다.,부인,2
"단지에서 나온 공이 검정색 또는 노란색이면 부인은 100달러를 받고, 그렇지 않으면 부인은 아무것도 얻지 못한다.",부인,2
"부인이 아버지가 73인치인 아들들을 보면, 아들의 키에 해당하는 점들은 여전히 69인치에 몰려 있다.",부인,2
부인이 어느 방향에서 접근하느냐에 따라 극한 값이 서로 다르다.,부인,2
부인이 틀린 문제는 추상 대수학에서 아원자 물리학에 이르기까지 많은 기구에서 발생하는 유형이다.,부인,2
파산채권자로서 부인은 파산재단으로부터 파산절차에서 이를 회수하여야 한다.,부인,2
"부인은, 판소리를 기초로 하면서 극적으로 확대되는 것을 고민해야 한다.",부인,2
부인은 같은 상품 거래를 두 가지 서로 다른 가격으로 하였다.,부인,2
부인은 이 방법이 과학에서 흔히 애용하는 방법이라는 것을 알 수 있다.,부인,2
"한 산등성이를 정복할 때마다, 부인은 환희의 순간을 갖는다.",부인,2
우리는 부인에게 원 페어조차도 잡히지 않았을 경우와 비교한다.,부인,2
"부인은 배심원, 즉 무작위로 선별된 사람들을 설득해야 한다.",부인,2
부인은 당연히 식당을 통제 불능으로 거절하는데 시간을 덜 써야 한다.,부인,2
검정력이 낮은 연구는 부인이 미세한 효과를 잘못 기각하게끔 만든다.,부인,2
부인은 찻잔을 부수거나 새 찻잔을 만들 수 있다.,부인,2
조금 더 깊이 들어가면 부인은 과정의 무한한 한계에 가서 남는 것이 있다는 사실을 보여 줄 수 있다.,부인,2
부인은 현재의 사업 방식이나 상황을 아주 조금만 바꿔서 경쟁자들을 따돌릴 수 있다.,부인,2
"b는 넬슨의 높이이고, a는 부인의 시선 위에서 그의 발까지의 거리이다.",부인,2
환각제는 그것이 명상 체험의 버전 같기 때문에 부인에게 영향을 미친다.,부인,2
그 사실은 부인도 알고 나도 알고 플로리다의 모든 투표자들이 알았다.,부인,2
부인은 미지의 세계로 가는 것을 좋아할 수도 있다.,부인,2
호텔의 방이 꽉 찼다고 상상하면서 부인은 무한히 많은 수의 사람도 함께 떠올려야 한다.,부인,2
부인이 한 말의 일부분을 의심 할 여지를 주어 오히려 그 말 전체를 의심하게 할 수 있기 때문이다.,부인,2
부인이 자기 존중 의식과 함께 타인 존중의 마음이 있게 되면 그것은 부인에게 큰 이익을 가져다 준다.,부인,2
부인이 전략에 보태는 다른 묘안은 상황을 조금 호전시킬 수 있다.,부인,2
"부인이 학생에 관하여 생각해보면, 오래 전부터 교육과 관련하여 지적되어 온, 이미 잘 알려진 딜레마가 하나 있다.",부인,2
부인은 엘리베이터를 지탱하는 케이블이 갑자기 끊어졌다고 생각하게 된다.,부인,2
"부인은 결과를 금방 이해할 것인데, 부인의 가족들이 책을 더 많이 읽어야 한다는 의미이다.",부인,2
부인이 인문계고를 선택하는 순간 이 모든 것을 포기해야 한다.,부인,2
부인이 모든 것을 버리면 약간 더 멀리 갈 수 있다.,부인,2
석탄으로 난방을 하는 것은 부인의 건강에 꽤 나쁘다.,부인,2
부인은 모든 숫자에 대한 추측을 증명하기 위해 처음 백만 숫자의 증거를 사용할 수 없다.,부인,2
부인은 자동차에 온갖 육아 용품을 잔뜩 싣고도 쇼핑에 필요한 공간을 남길 수 있다.,부인,2
다시 말해 부인이 경쟁 우위에 있다면 시장에서 부인의 기업가치가 높게 평가되는 데 반해 열세인 경우 낮게 평가될 것이다.,부인,2
"부인이 두 번째 방법을 사용하는 경우, 사실상 부인은 예와 아니오로 이루어진 긴 문자열을 적은 셈이다.",부인,2
"부인의 삶, 부인의 명예, 그 모든 것이 부인이 스스로를 바친 돌이킬 수 없는 무대에 속해 있다.",부인,2
"부인은 감정적이면서 논리적일 수도 있고, 감정적이지 않으면서 논리적이지 않을 수도 있다.",부인,2
부인은 9월부터 시작해서 25개월을 세는 것으로 정답을 구하지 않았다.,부인,2
부인의 정체성을 당당히 드러낼 것이냐 숨길 것이냐와 같은 고민이 있을 것이다.,부인,2
부인은 비율이 저녁에 더 높다고 확신할 수 있는가?,부인,2
부인은 표본 집단을 선택하고 이들의 양을 측정한다.,부인,2
부인은 6개월마다 50 퍼센트의 이자를 지불하는 계획을 사용하는 것이 좋을 것이다.,부인,2
부인은 51에서 6을 빼면 45가 되어 4와 5임을 발표한다.,부인,2
귀무가설은 부인이 어떤 병에도 걸리지 않았다는 것이다.,부인,2
더 많은 측정값을 추가하려면 부인은 작업 할 때마다 범주 수를 세 배로 늘린다.,부인,2
부인은 마침 부인이 가진 동전이 많아서 정확한 액수를 최대한 빨리 지불하려 하는 것이다.,부인,2
부인이 식을 사용하고 문제에 주어진 값들을 대입하면 A를 얻는다.,부인,2
부인은 질량 m의 블록을 들어 높이 h의 건물 꼭대기에 올려놓는다.,부인,2
부인은 영국의 파운드나 미국의 달러일 거라고 예상했다.,부인,2
세르비우스에 관해서는 부인도 적절하게 말나도 내가 생각하는 바를 말하겠다.,부인,2
"경쟁사의 프린터와 비교했을 때, 부인 회사의 프린터는 일반적으로 어떤 품질 기록을 가지고 있습니까?",부인,2
옷은 아직 포장하지 않은 부인에게 주는 선물일 수도 있다.,부인,2
나는 부인의 4원색에 조만간 도전할 것 같지 않다.,부인,2
언어가 정신의 구현을 보장하지 못한다고 해서 부인이 언어를 버리고 실행될 수 있는 다른 것을 찾을 수 있는 것은 아니다.,부인,2
논증은 부인의 주장이 옳다는 것을 시연하거나 확인하는 방법이다.,부인,2
"일반적으로, 부인이 가수에 쓰는 자릿수는 부인이 얼마나 정확하게 그것을 안다고 주장하는 가를 나타낸다.",부인,2
부인은 도시와 다른 창의적인 전략을 수립해야 할 것이다.,부인,2
부인이 입력값들을 내부 상태의 일부와 배타적 논리합으로만 결합한다는 점을 주목하라.,부인,2
부인은 한계의 정확한 정의를 파악하는 데 분명한 어려움이 있다.,부인,2
부인이 원환면에 구멍을 하나 더 뚫어도 차이가 없다.,부인,2
"수집된 그래프가 잘 표현되었는지, 잘 표현되지 않았는지, 혹은 잘못 표현되었는지에 대한 부인의 의견을 작성하라.",부인,2
부인은 그 음파 뿐만 아니라 나무 사이를 날며 짹짹거리는 새소리도 함께 듣는다.,부인,2
부인은 p가 큰 경우 귀무 가설이 기각되지 않았다는 것을 인정해야 한다.,부인,2
부인이 아닌 다른 사람이 되어라에서 신권 정치의 힘은 가족을 보호하는 분위기로 드러난다.,부인,2
부인이 한 근사적 대칭성을 놓고서 그것이 완벽하다는 가정 아래 일련의 결과들을 계산했다고 가정하자.,부인,2
31개의 도미노를 사용해서 부인은 남은 62개의 칸을 덮을 수 있을까?,부인,2
부인은 계산 방식을 살펴봄으로써 비트 세 개가 겹침을 알 수 있다.,부인,2
부인은 로켓의 가속도에 대한 표현식을 구하기 위해 우선 로켓으로부터 한 덩이의 질량이 분사 되는 경우를 고려한다.,부인,2
부인에게 화살표가 있으면 부인은 그것들을 하나로 합칠 수 있다.,부인,2
"그믐, 또는 부인이 세계를 기억하는 방식 공연이 끝났다.",부인,2
"만약 부인이 케이크를 세 명의 사람들 사이에 공유한다면, 부인은 여전히 꽤 많지만 전보다 적은 것을 얻게 된다.",부인,2
"이론은 그러한 사실들을 설명할 뿐만 아니라, 부인이 다른 관찰과 실험에서 무엇을 찾아야 하는지 예측한다.",부인,2
그리고 가장 중요한 것은 부인이 인터뷰하는 사람들에 대한 신뢰이다.,부인,2
"만약 부인이 정말 큰 숫자를 보고하고 싶다면, 그것을 쓰는 것은 지루해진다.",부인,2
부인은 멀리서 기차가 다가오는지 미리 알기 위해서 철로에 귀를 대기도 한다.,부인,2
부인은 자연수의 개념을 모른 채로 손가락 열 개를 셀 수는 없다.,부인,2
지방 노동청의 이 진정 사건 처리 결과는 대학이 선임한 “돈만 밝히고 영혼도 양심도 없는” 변호사에 의해 원고인 시간 강사 부인에게 불리한 증거로 법정에 제출될 것이다.,부인,2
만약 부인이 무언가를 느낀다면 부인이 그것을 느낀다는 사실은 논리로 반박될 수가 없다.,부인,2
부인이 편견을 경험해 본 적이 있다면 부인은 여성이다.,부인,2
부인은 100번 표를 나눠주고 나면 만 원이라는 걸 알 수 있을 것이다.,부인,2
"고등학교에서 부인은 국제단위계에 대해 알게 되었고, 미국에서 일반적으로 사용하는 영국 단위계와 비교했을지도 모른다.",부인,2
"그녀는 ""사람들은 흔히 '두 번이나 전장에 다녀온 부인이 훌륭하다'며 어디서든 환영할 것처럼 이야기하지만 실상은 다르다""고 일자리 구하기의 어려움에 대해 한탄하며 ""그런 점이 더욱 나를 우울하게 만든다""고 말했다.",부인,2
또 자신을 '부인의 연인'이라고 표현한 작곡가 레너드 번스타인과 영화감독이자 오페라 연출가인 루키노 비스콘티와 프랑코 제피렐리 등의 편지도 눈길을 끌고 있다.,부인,2
"AAA1 의장은 이날 AAA2 신임 유엔 사무총장에게 서한을 보내 축하하고, ""EU는 부인의 새로운 능력을 지원하는 데 최선을 다할 것""이라고 밝혔다.",부인,2
보도에 따르면 이란 당국은 최근 디 버그가 '부인을 사랑한다는 그 말'이라는 곡을 함께 녹음했던 이란 팝그룹 '아리안'과 수도 테헤란에서 합동 공연을 여는 것을 승인했다.,부인,2
"그는 ""몇몇 사람들은 마스크가 선택의 자유를 침해한다고 보는데, 착용자가 늘어나면 우리는 외출할 자유가 더 늘어날 것""이라며 ""마스크를 착용해 부인의 자유권을 행사하라""고 촉구했다.",부인,2
"AAA 의장은 ""GGGI 의장을 하기로 한 뒤 사람들은 '부인은 193개국이 참가하는 가장 유니버설(전 지구적인) 조직(유엔)의 수장을 10년 했는데, 아주 새롭게 탄생한 28개국 국제기구의 책임을 맡느냐'는 질문을 한다""고 소개했다.",부인,2
"가치 의식 측정은 ""부인은 사과를 얼마나 좋아하십니까""와 같은 선호도 조사와는 그 성격이 다르다.",부인,2
"부인이 그 식물만 먹고사는 존재라고 가정하면, 그 식물이 없어지는 것은 부인도 사라지게 된다는 것을 뜻한다""며 ""한 부분이 빠져나가게 되면 그 효과가 나타나고 결국에는 전체가 붕괴할 수 있다""고 경고했다.",부인,2
"영국 외무부는 ""부인이 그 지역에 있고 떠날 수 있다면 그렇게 하라""고 조언하며 ""이는 현재 진행 중인 신종 코로나바이러스 사태 때문""이라고 밝혔다.",부인,2
그땐 부인의 인생을 적극적으로 즐기고 주체적으로 사는 모습이 멋져 보였습니다.,부인,2
"AAA 전 미국 대통령이 ""국가가 부인을 위해 무엇을 할 수 있는가를 묻지 말고, 부인이 국가를 위해 무엇을 할 수 있는가를 물어봐라""고 한 1961년 취임식 연설을 상기시킨다고 BBB는 전했다.",부인,2
"이에 대해 AAA1은 ""부인의 편지에 대해 무척 감사하며, AAA2의 글들에 익숙하고, AAA2는 훌륭한 역사적 안목을 소유하고 있다""고 회신했다.",부인,2
"""부인의 가장 중요한 역할, 즉 부인 자신을 위해서""라는 내용의 편지를 보내줬다고 자랑스러워 했다.",부인,2
"""부인의 가장 중요한 역할, 즉 부인 자신을 위해서""라는 내용의 편지를 보내줬다고 자랑스러워 했다.",자신,2
"AAA1 대통령은 9일 미국 BBB와의 인터뷰에서 AAA2 대통령을 향해 ""핵 활동과 관련해 이란과 모든 관계를 끊고자 한다면 부인은 '새로운 북한'을 만들게 될 것""이라고 말했다.",부인,2
"그리스 일간 프로토테마는 이 말이 ""부인은 지금 트로이카를 죽였다"" 또는 ""부인은 큰 실수를 저질렀다"" 등의 경고로 전해졌다고 보도했다.",부인,2
"탄 박사는 또 파바로티가 이날 너무 힘이들어 처음 아리아 2곡을 부른뒤 나머지 공연을 거의 취소하려하자 `부인이 계속하지 않으면 내가 일자리를 잃게 된다""면서 그의 원기를 크게 북돋아 주었다고.",부인,2
"지난 4일 오후 2시 당시 루츠코이의 사무실에 있던 루파 통신사의 한 기자가 녹음한 이 통화에서 루츠코이는 ""나는 부인에게 외국대사관에 연락해 외국대사들을 이 곳에 오도록 할 것을 요청한다""고 소리지르고 있다.",부인,2
"크라스테프 소장은 난민 수용에 인색한 유럽의 분위기를 꼬집으며 ""이제 부인이 두려워하는 사람은 난민이 아니라 모두가 됐다""며 난민들조차 전쟁과 전염병 중 무엇이 더 무서운지 고민해야 하는 상황이 됐다고 말했다.",부인,2
부인이 동성 결혼 확대에 찬성하는 미국인이라면 오늘 결정을 축하하라 그러나 미국 헌법을 축하하지는 말아달라.,부인,2
"앞에서 언급한 ""그것은 왜 부인에게 중요합니까?""라는 반복적인 질문은 참여자로 하여금 구체적인 속성의 수단으로부터 고도의 추상적인 가치 개념인 목적으로까지 올라가게 하는 인지적 사다리를 타도록 하는 데 도움이 된다.",부인,2
AAA가 세계 각지의 난민촌을 돌아 본 경험을 토대로 에세이집 `내가 본 것을 부인도 볼 수 있다면`을 펴낸 이야기를 들려주며 독자와 대화를 나누고 사인회도 개최한다.,부인,2
"직접 물을 마신게 아니라 식탁에 오르기까지 7천 500 ℓ의 물이 드는 소고기 500 g을 먹었으니 엄밀히 말해 부인은 물을 ""마신""게 아니라 ""먹은"" 셈이다.",부인,2
아히멜렉의 변호는 '다윗을 도운 것은 단지 다윗을 도운 것이 아니라 사울 왕 부인을 도운 것과 같다'라는 의도를 사울에게 보여줌으로 다윗을 도와주는 것은 아무런 문제가 없음을 간접적으로 강조하고 있다.,부인,2
"파우치 소장은 ""만약 부인이 문을 열려고 한다면 제발 지침에 부합되는 방식으로 하라""고 당부했다.",부인,2
만일 부인이 루브르 박물관을 둘러본다면 나폴레옹을 그린 데이비드의 거대한 작품에 압도되지 않을 수 있겠는가?,부인,2
"자오 부장은 ""중국과 홍콩, 대만 등의 가수와 배우 100명이 'D-100일' 기념곡으로 선정된 '베이징은 부인을 환영합니다'라는 제목의 노래도 공연한다""고 말했다.",부인,2
"툰베리는 ""우리가 변화이며, 부인이 좋아하든지 말든지 간에 변화는 다가오고 있다""면서 ""행동주의가 효과가 있기 때문에 부인에게 행동하라고 말하는 것""이라고 밝혔다.",부인,2
"그러면서 ""부인은 어떻게 이(탄소 배출)를 경감할 수 있는지 우리에게 설명하거나 또는 미래 세대와 이미 기후 비상사태에 영향을 받는 사람들에게 왜 우리가 기후 약속을 버려야 하는지 설명해야 할 것""이라고 덧붙였다.",부인,2
유엔국제이주기구(IOM) 한국대표부는 '부인의 이웃은 누구입니까Ⅲ'(My Migrant NeighborⅢ)란 주제로 이주민 인식 제고 캠페인을 펼치며 조각가 AAA1이 제작한 AAA2 신부 조각상을 17일 서울광장에 설치했으며 22일까지 전시할 방침이라고 18일 밝혔다.,부인,2
유엔국제이주기구(IOM) 한국대표부는 세계이주민의 날(18일)을 맞아 '부인의 이웃은 누구입니까Ⅲ'(My Migrant NeighborⅢ)란 주제로 17∼22일 이주민 인식 제고 캠페인을 펼치며 시청 앞 서울광장에 조각가 AAA1이 제작한 AAA2 신부 조각상을 전시한다고 11일 밝혔다.,부인,2
"AAA는 ""우리 다양성을 지닌 미국은 부인의 새 행정부가 우리는 물론 우리 아이들과 부모를 지키지 않을 것이며 우리의 불가침 권리를 옹호하지 않으리라는 점에 놀라고 불안해하고 있다""고 말했다.",부인,2
"AAA1이 TV에 나온 이날 수도 카라카스의 도심 볼리바르 광장에는 일부 지지자들이 나와 AAA2는 우리의 친구이며 국민은 부인과 함께 있다""고 외치며 변함없는 지지를 다짐했다.",부인,2
"10일 뒤, 부인에게 심한 기침과 고열이 발생하였고, 병원에서 감염병 진단을 받았다.",부인,2
부인은 불꽃놀이를 관람하기 위해 집 앞 공터에 걸터 앉아 있다.,부인,2
"부인은 기념일 행사에 참석하였고, 당시 유행하던 감염병에 대한 백신을 미리 맞은 상태였다.",부인,2
"의사는 부인이 백신을 이미 맞았음에도 감염병에 걸린 이유로, 백신의 항체 생성률이 100%가 아님을 설명하였다.",부인,2
"부인은 마이크로디그리에 대해서 잘 이해하고 있는가?' 와 친환경에너지의 이해에 대한 질문으로 '부인은 친환경에너지에 대해서 잘 알고 있는가?'와 환경문제 관심에 대한 질문으로 '부인은 지속가능한 발전, 환경문제에 대한 관심이 있습니까?'라는 질문에는 '매우 그렇지 않다.'라고 대답하였다.",부인,2
"첫 번째로, 교육과정의 이해라는 평가항목을 구체화하기 위해 ‘부인은 마이크로디그리에 대해서 잘 이해하고 있는가?’라는 질문을 수립하였다.",부인,2
"두 번째로, 친환경에너지의 이해라는 평가항목을 구체화하기 위해서 ‘부인은 친환경에너지에 대해서 잘 알고 있는가?’라는 질문을 수립하였다.",부인,2
"세 번째로, 환경문제에 대한 관심을 평가하기 위해 ‘부인은 지속가능한 발전, 환경문제에 대한 관심이 있습니까?’라는 질문을 구성하였다.",부인,2
"“귀하는 내가 부인의 추천서를 거들떠보지도 않을 것을 아셨군요.""라고 말했다.",부인,2
"""부인은 자신을 더 잘 소개했기 때문에 다른 것은 필요치 않군요.""라고 말했다.",부인,2
"""부인은 자신을 더 잘 소개했기 때문에 다른 것은 필요치 않군요.""라고 말했다.",자신,2
"""이제부터는 내가 부인의 뒤를 밀어드리겠습니다”라는 달랑베르의 도움으로 라플라스는 파리의 군사관학교의 수학교수로 임명되었다.",부인,2
마침내 그들은 착륙했고 부인의 눈은 먼 곳에서부터 그곳에서 Byrsa로 불리는 땅을 샀다.,부인,2
솔직히 같이 협력을 하면서 아가씨의 매력에 흠뻑 빠졌습니다.,아가씨,2
여러 명의 추천을 통해 아가씨의 브랜드를 알게 되었습니다.,아가씨,2
그 감사의 인사를 아가씨께 돌려 드리고 싶습니다.,아가씨,2
우리는 아가씨께서 다시 이틀 동안 다시 화장실 없이 지내는 것을 원하지 않습니다.,아가씨,2
아가씨께서 저희에게 연락 주시기를 기대하고 있겠습니다.,아가씨,2
아가씨의 국가에서 새로운 리얼리티 쇼를 시작할 계획으로 아가씨에게 연락을 드렸습니다.,아가씨,2
저는 아가씨의 트렉터 상품에 매우 관심이 있습니다.,아가씨,2
저는 아가씨의 수비드 머신 제품에 매우 관심이 있습니다.,아가씨,2
아가씨의 추가 투자를 요청하고 싶습니다.,아가씨,2
파트너로부터 아가씨의 연락처를 받았습니다.,아가씨,2
이것은 가치를 높이 평가하고 다른 사람들이 아가씨의 유닛을 임대하게 할 수도 있기 때문에 좋은 투자입니다.,아가씨,2
"계약서에 명시된 바와 같이, 아가씨께서는 300개의 캔들 워머를 저희에게 운송해 주셨어야 합니다.",아가씨,2
"아니요, 아가씨의 사이트에서 모자를 주문했습니다.",아가씨,2
아가씨께서는 명실상부한 사업가라고 말씀드릴 수 있겠습니다.,아가씨,2
저희는 품질과 비용을 조합해 아가씨가 정한 예산 내에서 최선의 게임을 출시할 수 있도록 제안서를 마련하는 일에 만전을 기하고 있습니다.,아가씨,2
저희는 아가씨와 아가씨의 판매 중개사께서 행사 마지막 날에 있을 무료 부동산 세미나에 참석하시길 제안하는 바입니다.,아가씨,2
아가씨의 제품은 판매만 하시는지 렌탈도 하시는지 궁금합니다.,아가씨,2
만약 아가씨께서 여전히 색상 차이로 제품 반품을 원하신다면 그에 대해서 사과드리는 바입니다.,아가씨,2
아가씨의 회복을 돕기 위해 여기에 추가하겠습니다.,아가씨,2
아가씨의 제품은 몇 가지의 색상을 제공하시나요?,아가씨,2
그리고 아가씨의 제품이 특허상품인지도 알고 싶습니다.,아가씨,2
아가씨의 재고를 확인해 주시기 바라며 배송하기 충분한 제품이 있는지 알려주세요.,아가씨,2
아가씨께 요청하려는 것은 최대한 빠른 시일 내에 당사의 실제 재정 상황을 보고하는 회의를 열어 주시는 것입니다.,아가씨,2
"아가씨께 변명으로 들리겠지만, 이는 사실입니다.",아가씨,2
"네, 그 때 아가씨께서 예약해주셨던 호텔이 맞습니다.",아가씨,2
